Location,Period,Indicator,Dim1,Tooltip,FactValueForMeasure,FactValueString
Liberia,2007,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,265.7,265.7,265.7
Liberia,2006,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,296.1,296.1,296.1
Liberia,2006,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,316.3,316.3,316.3
Liberia,2006,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,277.2,277.2,277.2
Liberia,2005,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,301.8,301.8,301.8
Liberia,2005,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,321.1,321.1,321.1
Liberia,2005,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,283.8,283.8,283.8
Liberia,2004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,306.2,306.2,306.2
Liberia,2004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,324.7,324.7,324.7
Liberia,2004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,288.9,288.9,288.9
Liberia,2003,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,376,377,376
Liberia,2003,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,430.7,430.7,430.7
Liberia,2003,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,320.4,320.4,320.4
Liberia,2002,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,349.8,349.8,349.8
Liberia,2002,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,388.8,388.8,388.8
Liberia,2002,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,310.1,310.1,310.1
Liberia,2001,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,323.8,323.8,323.8
Liberia,2001,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,347.8,347.8,347.8
Liberia,2001,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,300.5,300.5,300.5
Liberia,2000,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,314.8,314.8,314.8
Liberia,2000,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,333.8,333.8,333.8
Liberia,2000,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,296.6,296.6,296.6
Libya,2016,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,150.3,150.3,150.3
Libya,2016,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,195.7,195.7,195.7
Libya,2016,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,102.7,102.7,102.7
Libya,2015,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,146.9,146.9,146.9
Libya,2015,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,190.6,190.6,190.6
Libya,2015,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,101.3,101.3,101.3
Libya,2014,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,137.1,137.1,137.1
Libya,2014,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,175.1,175.1,175.1
Libya,2014,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,97.66,97.66,97.66
Libya,2013,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,126.3,126.3,126.3
Libya,2013,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,158.1,158.1,158.1
Libya,2013,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,93.59,93.59,93.59
Libya,2012,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,126.1,126.1,126.1
Libya,2012,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,157.2,157.2,157.2
Libya,2012,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,93.94,93.94,93.94
Libya,2011,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,156.2,156.2,156.2
Libya,2011,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,202.2,202.2,202.2
Libya,2011,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,106.8,106.8,106.8
Libya,2010,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,128,128,128
Libya,2010,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,158.6,158.6,158.6
Libya,2010,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,96.01,96.01,96.01
Libya,2009,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,129.8,129.8,129.8
Libya,2009,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,159,160,159
Libya,2009,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,97.48,97.48,97.48
Libya,2008,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,131.2,131.2,131.2
Libya,2008,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,160.7,160.7,160.7
Libya,2008,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,99.05,99.05,99.05
Libya,2007,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,132,133,132
Libya,2007,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,161.8,161.8,161.8
Libya,2007,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,101.2,101.2,101.2
Libya,2006,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,135.3,135.3,135.3
Libya,2006,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,162.7,162.7,162.7
Libya,2006,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,104.6,104.6,104.6
Libya,2005,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,138.1,138.1,138.1
Libya,2005,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,163.8,163.8,163.8
Libya,2005,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,108,109,108
Libya,2004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,140.9,140.9,140.9
Libya,2004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,164.9,164.9,164.9
Libya,2004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,113.4,113.4,113.4
Libya,2003,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,143.4,143.4,143.4
Libya,2003,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,166,166,166
Libya,2003,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,117.1,117.1,117.1
Libya,2002,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,145.1,145.1,145.1
Libya,2002,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,167,167,167
Libya,2002,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,119.2,119.2,119.2
Libya,2001,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,146.4,146.4,146.4
Libya,2001,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,167.9,167.9,167.9
Libya,2001,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,120.7,120.7,120.7
Libya,2000,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,147.5,147.5,147.5
Libya,2000,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,168.7,168.7,168.7
Libya,2000,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,121.9,121.9,121.9
Lithuania,2016,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,154.5,154.5,154.5
Lithuania,2016,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,230,231,230
Lithuania,2016,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,79.11,79.11,79.11
Lithuania,2015,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,165.4,165.4,165.4
Lithuania,2015,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,246.7,246.7,246.7
Lithuania,2015,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,84.82,84.82,84.82
Lithuania,2014,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,167.2,167.2,167.2
Lithuania,2014,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,250.4,250.4,250.4
Lithuania,2014,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,84.59,84.59,84.59
Lithuania,2013,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,178.8,178.8,178.8
Lithuania,2013,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,266.8,266.8,266.8
Lithuania,2013,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,91.29,91.29,91.29
Lithuania,2012,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,179.6,179.6,179.6
Lithuania,2012,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,266.7,266.7,266.7
Lithuania,2012,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,93.41,93.41,93.41
Lithuania,2011,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,183.8,183.8,183.8
Lithuania,2011,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,272.4,272.4,272.4
Lithuania,2011,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,96.32,96.32,96.32
Lithuania,2010,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,188.5,188.5,188.5
Lithuania,2010,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,281.1,281.1,281.1
Lithuania,2010,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,96.62,96.62,96.62
Lithuania,2009,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,197.5,197.5,197.5
Lithuania,2009,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,293.7,293.7,293.7
Lithuania,2009,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,101.5,101.5,101.5
Lithuania,2008,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,228.6,228.6,228.6
